NRKARTY;DATAW;MASA;JEDN;FIRMA;NR_KLIENTA;NR_ODPADU;NR_MAGW
1364/0W/2006;18.10.2006;0,378;Mg.;0;2 125;373;4 868
1365/0W/2006;18.10.2006;3,335;Mg.;0;2 125;378;4 869
1366/0W/2006;18.10.2006;0,280;Mg.;0;2 125;495;4 870
1367/0W/2006;18.10.2006;1,000;Mg.;0;2 125;496;4 871
1368/0W/2006;18.10.2006;1,173;Mg.;0;2 125;511;4 872
1369/0W/2006;18.10.2006;3,834;Mg.;0;2 125;568;4 873
1370/0W/2006;22.10.2006;0,210;Mg.;0;769;176;4 874
1371/0W/2006;22.10.2006;1,991;Mg.;0;769;330;4 875
1372/0W/2006;22.10.2006;2,152;Mg.;0;769;355;4 876
1373/0W/2006;22.10.2006;0,050;Mg.;0;769;360;4 877
1374/0W/2006;22.10.2006;2,870;Mg.;0;769;376;4 878
1375/0W/2006;22.10.2006;0,030;Mg.;0;769;507;4 879
1376/0W/2006;22.10.2006;5,913;Mg.;0;769;568;4 880
1377/0W/2006;22.10.2006;4,844;Mg.;0;769;565;4 881
1378/0W/2006;22.10.2006;5,000;Mg.;0;644;566;4 882
1379/0W/2006;22.10.2006;7,256;Mg.;0;644;565;4 883
1380/0W/2006;22.10.2006;5,000;Mg.;0;644;564;4 884
1381/0W/2006;22.10.2006;1,000;Mg.;0;644;496;4 885
1382/0W/2006;22.10.2006;0,994;Mg.;0;644;594;4 886
1383/0W/2006;22.10.2006;8,000;Mg.;0;2 125;564;4 887
1384/0W/2006;22.10.2006;5,000;Mg.;0;2 125;565;4 888
1385/0W/2006;22.10.2006;5,000;Mg.;0;2 125;566;4 889
1386/0W/2006;22.10.2006;1,640;Mg.;0;2 125;345;4 890
1387/0W/2006;22.10.2006;2,000;Mg.;0;2 125;505;4 891
1388/0W/2006;22.10.2006;5,000;Mg.;0;2 125;564;4 892
1389/0W/2006;22.10.2006;5,410;Mg.;0;2 125;565;4 893
1390/0W/2006;24.10.2006;6,500;Mg.;0;2 125;564;4 894
1391/0W/2006;24.10.2006;4,590;Mg.;0;2 125;565;4 895
1392/0W/2006;24.10.2006;3,291;Mg.;0;2 125;594;4 896
1393/0W/2006;24.10.2006;4,859;Mg.;0;2 125;566;4 897
1394/0W/2006;15.11.2006;2,869;Mg.;0;2 808;188;4 898
1395/0W/2006;26.10.2006;0,784;Mg.;0;2 125;81;4 899
1396/0W/2006;26.10.2006;1,630;Mg.;0;2 125;106;4 900
1397/0W/2006;26.10.2006;0,000;Mg.;0;2 125;140;4 901
1398/0W/2006;26.10.2006;1,725;Mg.;0;2 125;277;4 902
1399/0W/2006;26.10.2006;1,270;Mg.;0;2 125;347;4 903
1400/0W/2006;26.10.2006;0,800;Mg.;0;2 125;349;4 904
1401/0W/2006;26.10.2006;0,050;Mg.;0;2 125;360;4 905
1402/0W/2006;26.10.2006;0,280;Mg.;0;2 125;373;4 906
1403/0W/2006;26.10.2006;0,320;Mg.;0;2 125;384;4 907
1404/0W/2006;26.10.2006;0,090;Mg.;0;2 125;402;4 908
1405/0W/2006;26.10.2006;0,260;Mg.;0;2 125;903;4 909
1406/0W/2006;26.10.2006;0,100;Mg.;0;2 125;906;4 910
1407/0W/2006;26.10.2006;0,501;Mg.;0;2 125;507;4 911
1408/0W/2006;26.10.2006;5,500;Mg.;0;2 125;564;4 912
1409/0W/2006;26.10.2006;5,920;Mg.;0;2 125;566;4 913
1410/0W/2006;26.10.2006;1,720;Mg.;0;2 125;247;4 914
1411/0W/2006;26.10.2006;3,870;Mg.;0;2 125;260;4 915
1412/0W/2006;26.10.2006;2,603;Mg.;0;2 125;271;4 916
1413/0W/2006;26.10.2006;1,875;Mg.;0;2 125;276;4 917
1414/0W/2006;26.10.2006;0,000;Mg.;0;2 125;345;4 918
1415/0W/2006;26.10.2006;0,900;Mg.;0;2 125;351;4 919
1416/0W/2006;26.10.2006;2,150;Mg.;0;2 125;376;4 920
1417/0W/2006;26.10.2006;2,740;Mg.;0;2 125;496;4 921
1418/0W/2006;26.10.2006;1,383;Mg.;0;2 125;511;4 922
1419/0W/2006;26.10.2006;1,221;Mg.;0;2 125;566;4 923
1420/0W/2006;26.10.2006;0,132;Mg.;0;2 125;571;4 924
1421/0W/2006;30.10.2006;3,000;Mg.;0;2 125;247;4 925
1422/0W/2006;30.10.2006;2,000;Mg.;0;2 125;271;4 926
1423/0W/2006;30.10.2006;0,000;Mg.;0;2 125;376;4 927
1424/0W/2006;30.10.2006;8,000;Mg.;0;2 125;564;4 928
1425/0W/2006;30.10.2006;5,490;Mg.;0;2 125;565;4 929
1426/0W/2006;30.10.2006;6,000;Mg.;0;2 125;564;4 930
1427/0W/2006;30.10.2006;4,510;Mg.;0;2 125;565;4 931
597/1W/2006;17.11.2006;4,203;Mg.;1;1 431;565;4 948
1428/0W/2006;30.10.2006;1,089;Mg.;0;2 125;597;4 932
1429/0W/2006;30.10.2006;3,060;Mg.;0;2 125;357;4 933
1430/0W/2006;30.10.2006;0,000;Mg.;0;2 125;355;4 934
1431/0W/2006;07.11.2006;24,640;Mg.;0;2 001;579;4 935
1432/0W/2006;08.11.2006;24,300;Mg.;0;2 001;579;4 936
1433/0W/2006;09.11.2006;21,080;Mg.;0;2 001;579;4 937
1434/0W/2006;21.11.2006;24,600;Mg.;0;2 001;579;4 938
1435/0W/2006;22.11.2006;23,240;Mg.;0;2 001;579;4 939
589/1W/2006;10.11.2006;5,920;Mg.;1;2 001;579;4 940
590/1W/2006;10.11.2006;5,720;Mg.;1;2 001;579;4 941
591/1W/2006;17.11.2006;4,850;Mg.;1;4 166;565;4 942
592/1W/2006;08.11.2006;7,880;Mg.;1;1 431;565;4 943
593/1W/2006;21.11.2006;0,760;Mg.;1;313;565;4 944
594/1W/2006;07.11.2006;9,230;Mg.;1;1 756;570;4 945
595/1W/2006;15.11.2006;5,860;Mg.;1;1 756;570;4 946
596/1W/2006;15.11.2006;1,720;Mg.;1;2 208;564;4 947
598/1W/2006;29.11.2006;9,060;Mg.;1;2 208;564;4 949
599/1W/2006;30.11.2006;6,860;Mg.;1;2 208;564;4 950
600/1W/2006;27.11.2006;6,520;Mg.;1;1 889;579;4 951
601/1W/2006;27.11.2006;7,180;Mg.;1;2 013;579;4 952
602/1W/2006;17.10.2006;3,800;Mg.;1;2 001;579;4 953
603/1W/2006;24.11.2006;6,200;Mg.;1;1 759;579;4 954
604/1W/2006;28.11.2006;7,860;Mg.;1;1 431;565;4 955
605/1W/2006;23.11.2006;8,440;Mg.;1;1 759;579;4 956
606/1W/2006;29.11.2006;7,420;Mg.;1;1 759;579;4 957
607/1W/2006;21.11.2006;3,030;Mg.;1;1 897;565;4 958
1436/0W/2006;05.12.2006;0,817;Mg.;0;1 718;621;4 959
1437/0W/2006;05.12.2006;1,463;Mg.;0;1 718;623;4 960
1438/0W/2006;05.12.2006;0,100;Mg.;0;1 718;631;4 961
608/1W/2006;15.11.2006;13,348;Mg.;1;3 481;570;4 962
609/1W/2006;01.12.2006;14,850;Mg.;1;324;570;4 963
610/1W/2006;20.11.2006;5,400;Mg.;1;1 763;565;4 964
611/1W/2006;04.12.2006;5,040;Mg.;1;1 763;565;4 965
612/1W/2006;04.12.2006;0,820;Mg.;1;1 765;565;4 966
613/1W/2006;24.11.2006;5,938;Mg.;1;3 481;570;4 967
614/1W/2006;27.11.2006;18,430;Mg.;1;3 014;564;4 968
615/1W/2006;27.10.2006;91,140;Mg.;1;2 078;564;4 969
616/1W/2006;08.12.2006;12,270;Mg.;1;324;570;4 970
617/1W/2006;30.11.2006;33,380;Mg.;1;2 013;579;4 971
618/1W/2006;23.11.2006;9,460;Mg.;1;2 013;579;4 972
1439/0W/2006;08.12.2006;11,920;Mg.;0;1 900;500;4 973
1440/0W/2006;08.12.2006;4,700;Mg.;0;1 900;500;4 974
1441/0W/2006;28.11.2006;10,060;Mg.;0;3 737;548;4 975
1442/0W/2006;16.10.2006;51,151;Mg.;0;3 595;531;4 976
1443/0W/2006;19.10.2006;47,500;Mg.;0;3 595;531;4 977
1444/0W/2006;19.10.2006;52,100;Mg.;0;1 494;531;4 978
1445/0W/2006;23.10.2006;51,100;Mg.;0;3 595;531;4 979
1446/0W/2006;26.10.2006;50,800;Mg.;0;3 595;531;4 980
1447/0W/2006;30.10.2006;53,750;Mg.;0;1 494;531;4 981
1448/0W/2006;02.11.2006;25,520;Mg.;0;4 256;535;4 982
1449/0W/2006;03.11.2006;51,300;Mg.;0;1 494;531;4 983
1450/0W/2006;07.12.2006;23,800;Mg.;0;4 256;535;4 984
1451/0W/2006;27.11.2006;6,601;Mg.;0;1 050;344;4 985
1452/0W/2006;04.12.2006;13,180;Mg.;0;1 050;344;4 986
1453/0W/2006;15.11.2006;10,760;Mg.;0;1 128;565;4 987
619/1W/2006;29.11.2006;16,640;Mg.;1;2 001;579;4 993
620/1W/2006;05.12.2006;5,100;Mg.;1;2 001;579;4 994
621/1W/2006;05.12.2006;6,020;Mg.;1;2 001;579;4 995
622/1W/2006;29.11.2006;16,250;Mg.;1;1 756;570;4 996
1454/0W/2006;28.11.2006;7,500;Mg.;0;67;604;5 007
1455/0W/2006;14.11.2006;22,820;Mg.;0;2 001;579;5 008
1456/0W/2006;15.11.2006;18,880;Mg.;0;2 001;579;5 009
1457/0W/2006;30.10.2006;3,591;Mg.;0;2 125;566;5 010
1458/0W/2006;26.10.2006;2,276;Mg.;0;2 125;564;5 011
1459/0W/2006;20.07.2006;6,571;Mg.;0;2 001;568;5 012
1460/0W/2006;02.11.2006;5,000;Mg.;0;2 125;260;5 013
1461/0W/2006;02.11.2006;2,000;Mg.;0;2 125;271;5 014
1462/0W/2006;02.11.2006;1,000;Mg.;0;2 125;276;5 015
1463/0W/2006;02.11.2006;5,000;Mg.;0;2 125;330;5 016
1464/0W/2006;02.11.2006;0,277;Mg.;0;2 125;370;5 017
1465/0W/2006;02.11.2006;3,000;Mg.;0;2 125;376;5 018
1466/0W/2006;02.11.2006;1,963;Mg.;0;2 125;565;5 019
1467/0W/2006;02.11.2006;8,000;Mg.;0;644;260;5 020
1468/0W/2006;02.11.2006;4,000;Mg.;0;644;512;5 021
1469/0W/2006;02.11.2006;0,688;Mg.;0;644;571;5 022
1470/0W/2006;02.11.2006;3,412;Mg.;0;644;651;5 023
1471/0W/2006;06.11.2006;5,610;Mg.;0;2 125;804;5 024
1472/0W/2006;06.11.2006;0,123;Mg.;0;2 125;841;5 025
1473/0W/2006;06.11.2006;6,824;Mg.;0;2 125;769;5 026
1474/0W/2006;06.11.2006;2,200;Mg.;0;2 125;613;5 027
1475/0W/2006;06.11.2006;4,353;Mg.;0;2 125;568;5 028
1476/0W/2006;07.11.2006;0,984;Mg.;0;644;276;5 029
1477/0W/2006;07.11.2006;0,254;Mg.;0;644;277;5 030
1478/0W/2006;07.11.2006;1,310;Mg.;0;644;330;5 031
1479/0W/2006;07.11.2006;0,550;Mg.;0;644;357;5 032
1480/0W/2006;07.11.2006;3,050;Mg.;0;644;376;5 033
1481/0W/2006;07.11.2006;0,100;Mg.;0;644;384;5 034
1482/0W/2006;07.11.2006;2,000;Mg.;0;644;505;5 035
1483/0W/2006;07.11.2006;0,040;Mg.;0;644;511;5 036
1484/0W/2006;07.11.2006;0,030;Mg.;0;644;512;5 037
1485/0W/2006;07.11.2006;3,520;Mg.;0;644;594;5 038
1486/0W/2006;07.11.2006;2,863;Mg.;0;644;595;5 039
1487/0W/2006;07.11.2006;1,720;Mg.;0;644;597;5 040
1488/0W/2006;07.11.2006;1,360;Mg.;0;644;598;5 041
1489/0W/2006;07.11.2006;1,169;Mg.;0;644;680;5 042
1490/0W/2006;08.11.2006;2,000;Mg.;0;2 125;271;5 043
1491/0W/2006;08.11.2006;0,180;Mg.;0;2 125;867;5 044
1492/0W/2006;08.11.2006;1,660;Mg.;0;2 125;856;5 045
1493/0W/2006;08.11.2006;0,928;Mg.;0;2 125;855;5 046
1494/0W/2006;08.11.2006;0,257;Mg.;0;2 125;841;5 047
1495/0W/2006;08.11.2006;1,560;Mg.;0;2 125;837;5 048
1496/0W/2006;08.11.2006;3,141;Mg.;0;2 125;833;5 049
1497/0W/2006;08.11.2006;3,555;Mg.;0;2 125;798;5 050
1498/0W/2006;08.11.2006;1,131;Mg.;0;2 125;680;5 051
1499/0W/2006;08.11.2006;0,170;Mg.;0;2 125;653;5 052
1500/0W/2006;08.11.2006;1,641;Mg.;0;2 125;605;5 053
1501/0W/2006;08.11.2006;3,668;Mg.;0;2 125;565;5 054
1502/0W/2006;08.11.2006;1,000;Mg.;0;2 125;276;5 055
1503/0W/2006;08.11.2006;2,000;Mg.;0;2 125;330;5 056
1504/0W/2006;08.11.2006;5,000;Mg.;0;2 125;376;5 057
1505/0W/2006;08.11.2006;3,000;Mg.;0;2 125;595;5 058
1506/0W/2006;08.11.2006;3,076;Mg.;0;2 125;568;5 059
1507/0W/2006;08.11.2006;4,624;Mg.;0;2 125;564;5 060
1508/0W/2006;14.11.2006;5,000;Mg.;0;2 125;376;5 061
1509/0W/2006;14.11.2006;5,000;Mg.;0;2 125;505;5 062
1510/0W/2006;14.11.2006;1,060;Mg.;0;2 125;597;5 063
1511/0W/2006;16.11.2006;5,000;Mg.;0;2 125;598;5 064
1512/0W/2006;16.11.2006;2,000;Mg.;0;2 125;595;5 065
1513/0W/2006;16.11.2006;1,940;Mg.;0;2 125;597;5 066
1514/0W/2006;16.11.2006;5,000;Mg.;0;2 125;798;5 067
1515/0W/2006;16.11.2006;1,890;Mg.;0;2 125;566;5 068
1516/0W/2006;16.11.2006;10,000;Mg.;0;2 125;505;5 069
1517/0W/2006;16.11.2006;2,000;Mg.;0;2 125;594;5 070
1518/0W/2006;16.11.2006;1,000;Mg.;0;2 125;595;5 071
1519/0W/2006;16.11.2006;2,000;Mg.;0;2 125;568;5 072
1520/0W/2006;16.11.2006;0,830;Mg.;0;2 125;565;5 073
1521/0W/2006;20.11.2006;4,687;Mg.;0;2 125;106;5 074
1522/0W/2006;20.11.2006;0,149;Mg.;0;2 125;277;5 075
1523/0W/2006;20.11.2006;1,537;Mg.;0;2 125;347;5 076
1524/0W/2006;20.11.2006;0,660;Mg.;0;2 125;363;5 077
1525/0W/2006;20.11.2006;4,851;Mg.;0;2 125;376;5 078
1526/0W/2006;20.11.2006;2,666;Mg.;0;2 125;565;5 079
1527/0W/2006;06.04.2006;15,430;Mg.;0;1 539;576;5 080
1528/0W/2006;07.04.2006;4,580;Mg.;0;1 539;576;5 081
1529/0W/2006;07.04.2006;3,740;Mg.;0;1 539;576;5 082
1530/0W/2006;14.04.2006;9,720;Mg.;0;1 539;576;5 083
1531/0W/2006;14.04.2006;7,340;Mg.;0;1 539;576;5 084
1532/0W/2006;18.04.2006;3,650;Mg.;0;1 539;576;5 085
1533/0W/2006;18.04.2006;5,480;Mg.;0;1 539;682;5 086
1534/0W/2006;14.04.2006;7,060;Mg.;0;1 539;576;5 087
1535/0W/2006;18.04.2006;4,500;Mg.;0;1 539;576;5 088
1536/0W/2006;20.04.2006;4,860;Mg.;0;1 539;576;5 089
1537/0W/2006;26.04.2006;4,650;Mg.;0;1 539;576;5 090
1538/0W/2006;26.04.2006;7,090;Mg.;0;1 539;576;5 091
1539/0W/2006;05.05.2006;7,180;Mg.;0;1 539;576;5 092
1540/0W/2006;05.05.2006;4,820;Mg.;0;1 539;576;5 093
1541/0W/2006;07.06.2006;1,740;Mg.;0;1 539;576;5 094
1542/0W/2006;31.07.2006;6,000;Mg.;0;1 539;681;5 095
1543/0W/2006;10.08.2006;7,920;Mg.;0;1 539;576;5 096
1544/0W/2006;11.08.2006;3,800;Mg.;0;1 539;682;5 097
1545/0W/2006;05.09.2006;12,770;Mg.;0;1 539;612;5 098
1546/0W/2006;05.09.2006;12,640;Mg.;0;1 539;612;5 099
1547/0W/2006;07.09.2006;14,320;Mg.;0;1 539;612;5 100
1548/0W/2006;11.09.2006;4,400;Mg.;0;1 539;682;5 101
1549/0W/2006;09.10.2006;11,960;Mg.;0;1 539;612;5 102
1550/0W/2006;03.11.2006;3,980;Mg.;0;1 539;665;5 103
1551/0W/2006;06.11.2006;1,900;Mg.;0;1 539;803;5 104
623/1W/2006;13.12.2006;5,080;Mg.;1;2 208;564;5 105
624/1W/2006;04.12.2006;3,850;Mg.;1;313;565;5 106
1552/0W/2006;01.12.2006;2,500;Mg.;0;194;604;5 107
1553/0W/2006;14.12.2006;10 000,000;Szt.;0;3 740;604;5 108
1554/0W/2006;01.12.2006;19,740;Mg.;0;827;522;5 109
1555/0W/2006;14.12.2006;0,333;Mg.;0;827;527;5 110
1556/0W/2006;14.12.2006;0,300;Mg.;0;827;525;5 111
1557/0W/2006;14.12.2006;18,127;Mg.;0;827;531;5 112
625/1W/2006;09.12.2006;2,950;Mg.;1;313;565;5 113
1558/0W/2006;14.12.2006;7,000;Mg.;0;827;522;5 114
626/1W/2006;18.12.2006;1,300;Mg.;1;2 363;564;5 115
627/1W/2006;18.12.2006;0,480;Mg.;1;2 363;565;5 116
628/1W/2006;25.11.2006;9,340;Mg.;1;2 001;579;5 117
629/1W/2006;06.12.2006;8,360;Mg.;1;2 001;579;5 118
630/1W/2006;15.12.2006;3,040;Mg.;1;2 208;564;5 119
631/1W/2006;19.12.2006;6,220;Mg.;1;1 763;565;5 120
632/1W/2006;18.12.2006;8,370;Mg.;1;324;570;5 121
633/1W/2006;17.11.2006;47,140;Mg.;1;2 514;564;5 122
1559/0W/2006;20.12.2006;7 211,000;Szt.;0;3 740;604;5 123
1560/0W/2006;20.12.2006;2 797,000;Szt.;0;3 740;865;5 124
634/1W/2006;07.12.2006;15,070;Mg.;1;1 756;570;5 125
635/1W/2006;11.12.2006;5,380;Mg.;1;1 892;565;5 126
636/1W/2006;11.12.2006;9,440;Mg.;1;1 431;565;5 127
637/1W/2006;28.04.2006;5,860;Mg.;1;2 382;579;5 128
638/1W/2006;01.12.2006;12,720;Mg.;1;1 756;570;5 129
639/1W/2006;08.12.2006;12,200;Mg.;1;1 756;570;5 130
1561/0W/2006;27.12.2006;13,700;Mg.;0;655;626;5 131
640/1W/2006;22.12.2006;6,300;Mg.;1;2 208;564;5 132
641/1W/2006;19.12.2006;10,800;Mg.;1;2 001;579;5 133
642/1W/2006;13.12.2006;6,440;Mg.;1;1 761;564;5 134
643/1W/2006;21.12.2006;4,040;Mg.;1;1 761;564;5 135
644/1W/2006;29.12.2006;6,240;Mg.;1;324;570;5 136
645/1W/2006;10.11.2006;2,640;Mg.;1;1 761;564;5 137
646/1W/2006;22.12.2006;11,660;Mg.;1;2 001;579;5 138
647/1W/2006;28.12.2006;5,520;Mg.;1;2 001;579;5 139
648/1W/2006;28.12.2006;4,920;Mg.;1;2 001;579;5 140
649/1W/2006;28.12.2006;11,400;Mg.;1;1 759;579;5 141
650/1W/2006;18.12.2006;2,170;Mg.;1;1 897;565;5 142
651/1W/2006;14.12.2006;8,440;Mg.;1;4 166;565;5 143
1562/0W/2006;19.12.2006;0,450;Mg.;0;827;536;5 144
1563/0W/2006;19.12.2006;18,930;Mg.;0;827;531;5 145
1564/0W/2006;29.12.2006;19,800;Mg.;0;827;531;5 146
1565/0W/2006;28.12.2006;22,760;Mg.;0;1 900;500;5 147
1566/0W/2006;10.11.2006;51,840;Mg.;0;1 494;531;5 148
1567/0W/2006;10.11.2006;51,750;Mg.;0;3 595;531;5 149
1568/0W/2006;06.12.2006;4,960;Mg.;0;827;528;5 151
1569/0W/2006;12.12.2006;19,920;Mg.;0;827;528;5 152
652/1W/2006;29.12.2006;5,160;Mg.;1;2 001;579;5 153
653/1W/2006;29.12.2006;5,900;Mg.;1;2 001;579;5 154
654/1W/2006;30.12.2006;11,560;Mg.;1;2 013;579;5 155
1570/0W/2006;31.10.2006;15,136;Mg.;0;827;564;5 156
1571/0W/2006;31.10.2006;12,633;Mg.;0;827;565;5 157
1572/0W/2006;30.11.2006;37,016;Mg.;0;827;564;5 158
1573/0W/2006;30.11.2006;6,431;Mg.;0;827;565;5 159
1574/0W/2006;30.11.2006;4,952;Mg.;0;827;579;5 160
1575/0W/2006;30.11.2006;3,520;Mg.;0;827;570;5 161
655/1W/2006;29.12.2006;10,520;Mg.;1;1 431;565;5 162
1576/0W/2006;13.12.2006;25,520;Mg.;0;2 001;579;5 163
1577/0W/2006;12.12.2006;21,700;Mg.;0;2 001;579;5 164
656/1W/2006;29.11.2006;88,120;Mg.;1;2 078;564;5 165
657/1W/2006;13.12.2006;1,650;Mg.;1;3 016;579;5 166
658/1W/2006;30.11.2006;7,640;Mg.;1;1 759;579;5 167
659/1W/2006;22.12.2006;0,600;Mg.;1;657;565;5 168
1578/0W/2006;09.11.2006;5,940;Mg.;0;4 059;814;5 169
1579/0W/2006;09.11.2006;6,000;Mg.;0;4 059;814;5 170
1580/0W/2006;29.11.2006;5,521;Mg.;0;4 059;814;5 171
1581/0W/2006;29.11.2006;3,260;Mg.;0;4 059;814;5 172
1582/0W/2006;29.11.2006;5,680;Mg.;0;4 059;592;5 173
1583/0W/2006;18.12.2006;5,540;Mg.;0;4 059;567;5 174
1584/0W/2006;19.12.2006;6,940;Mg.;0;4 059;567;5 175
1585/0W/2006;27.12.2006;5,480;Mg.;0;4 059;567;5 176
660/1W/2006;31.05.2006;0,220;Mg.;1;2 363;565;5 177
661/1W/2006;14.11.2006;0,870;Mg.;1;2 363;564;5 178
662/1W/2006;23.11.2006;0,414;Mg.;1;2 363;564;5 179
1586/0W/2006;20.11.2006;5,980;Mg.;0;4 059;567;5 180
1587/0W/2006;23.11.2006;5,157;Mg.;0;4 059;567;5 181
1588/0W/2006;27.11.2006;52,100;Mg.;0;1 494;531;5 182
1589/0W/2006;28.11.2006;54,100;Mg.;0;1 494;531;5 183
1590/0W/2006;05.12.2006;54,500;Mg.;0;1 494;531;5 184
1591/0W/2006;13.12.2006;23,660;Mg.;0;1 494;531;5 185
1592/0W/2006;14.12.2006;23,560;Mg.;0;1 494;531;5 186
1593/0W/2006;18.12.2006;24,660;Mg.;0;1 494;531;5 187
1594/0W/2006;19.12.2006;23,640;Mg.;0;1 494;531;5 188
1/0W/2007;12.01.2007;0,920;Mg.;0;1 718;621;5 189
663/1W/2006;15.12.2006;0,780;Mg.;1;1 765;565;5 190
664/1W/2006;20.12.2006;4,790;Mg.;1;3 481;570;5 191
665/1W/2006;20.12.2006;22,943;Mg.;1;3 481;570;5 192
666/1W/2006;07.12.2006;22,440;Mg.;1;3 014;564;5 193
667/1W/2006;21.12.2006;18,160;Mg.;1;3 014;564;5 194
668/1W/2006;30.12.2006;0,720;Mg.;1;2 363;565;5 195
669/1W/2006;30.07.2006;19,307;Mg.;1;2 363;570;5 196
670/1W/2006;30.06.2006;7,000;Mg.;1;2 363;564;5 197
671/1W/2006;27.12.2006;18,520;Mg.;1;2 001;579;5 198
2/0W/2007;16.01.2007;0,030;Mg.;0;4 095;369;5 199
3/0W/2007;11.01.2007;1,925;Mg.;0;3 073;589;5 200
4/0W/2007;11.01.2007;4,138;Mg.;0;3 073;590;5 201
672/1W/2006;19.12.2006;3,460;Mg.;1;2 001;579;5 202
673/1W/2006;06.11.2006;6,980;Mg.;1;2 001;579;5 203
674/1W/2006;30.11.2006;3,520;Mg.;1;2 001;579;5 204
675/1W/2006;04.12.2006;7,620;Mg.;1;1 759;579;5 205
676/1W/2006;07.12.2006;7,200;Mg.;1;1 759;579;5 206
1596/0W/2006;20.12.2006;24,940;Mg.;0;1 494;531;5 208
1597/0W/2006;22.12.2006;53,100;Mg.;0;1 494;531;5 209
1598/0W/2006;27.12.2006;24,000;Mg.;0;1 494;531;5 210
1599/0W/2006;28.12.2006;23,360;Mg.;0;1 494;531;5 211
1600/0W/2006;17.11.2006;51,900;Mg.;0;3 595;531;5 212
677/1W/2006;22.11.2006;25,680;Mg.;1;2 382;579;5 213
678/1W/2006;30.11.2006;18,160;Mg.;1;2 382;579;5 214
679/1W/2006;06.12.2006;2,020;Mg.;1;2 382;579;5 215
680/1W/2006;21.12.2006;3,320;Mg.;1;2 382;579;5 216
681/1W/2006;12.12.2006;10,280;Mg.;1;1 759;579;5 217
682/1W/2006;13.12.2006;13,000;Mg.;1;1 759;579;5 218
683/1W/2006;18.12.2006;7,100;Mg.;1;1 759;579;5 219
684/1W/2006;28.12.2006;2,380;Mg.;1;1 759;579;5 220
685/1W/2006;29.11.2006;0,900;Mg.;1;3 015;565;5 221
686/1W/2006;21.11.2006;7,045;Mg.;1;1 762;565;5 222
687/1W/2006;19.12.2006;6,017;Mg.;1;1 762;565;5 223
688/1W/2006;09.08.2006;0,600;Mg.;1;2 363;565;5 224
689/1W/2006;30.12.2006;7,988;Mg.;1;2 363;564;5 225
690/1W/2006;30.12.2006;1,818;Mg.;1;2 363;565;5 226
1601/0W/2006;24.08.2006;49,300;Mg.;0;1 494;531;5 227
1602/0W/2006;22.12.2006;42,650;Mg.;0;1 494;531;5 228
1603/0W/2006;12.12.2006;49,750;Mg.;0;1 494;531;5 229
1604/0W/2006;18.12.2006;52,600;Mg.;0;1 494;531;5 230
1605/0W/2006;30.11.2006;57,150;Mg.;0;3 595;531;5 231
1606/0W/2006;07.12.2006;55,400;Mg.;0;3 595;531;5 232
1/1W/2007;02.01.2007;0,850;Mg.;1;1 765;565;5 233
2/1W/2007;04.01.2007;8,960;Mg.;1;1 892;565;5 234
3/1W/2007;09.01.2007;1,880;Mg.;1;1 897;565;5 235
4/1W/2007;10.01.2007;7,880;Mg.;1;1 431;565;5 236
5/1W/2007;11.01.2007;1,980;Mg.;1;313;565;5 237
6/1W/2007;12.01.2007;7,940;Mg.;1;1 763;565;5 238
7/1W/2007;16.01.2007;10,460;Mg.;1;1 431;565;5 239
8/1W/2007;25.01.2007;6,540;Mg.;1;1 431;565;5 240
9/1W/2007;08.01.2007;5,370;Mg.;1;2 208;564;5 241
10/1W/2007;10.01.2007;4,870;Mg.;1;2 208;564;5 242
11/1W/2007;15.01.2007;3,220;Mg.;1;2 208;564;5 243
13/1W/2007;03.01.2007;8,800;Mg.;1;1 756;570;5 245
12/1W/2007;19.01.2007;5,230;Mg.;1;2 208;564;5 244
14/1W/2007;03.01.2007;8,480;Mg.;1;3 481;570;5 246
15/1W/2007;09.01.2007;8,480;Mg.;1;1 756;570;5 247
16/1W/2007;10.01.2007;10,740;Mg.;1;1 756;570;5 248
17/1W/2007;11.01.2007;5,278;Mg.;1;3 481;570;5 249
18/1W/2007;23.01.2007;0,240;Mg.;1;313;565;5 250
19/1W/2007;29.01.2007;2,450;Mg.;1;313;565;5 251
20/1W/2007;24.01.2007;0,000;Mg.;1;1 897;564;5 252
21/1W/2007;24.01.2007;1,300;Mg.;1;1 897;565;5 253
22/1W/2007;25.01.2007;2,840;Mg.;1;1 761;564;5 254
23/1W/2007;24.01.2007;4,820;Mg.;1;1 431;565;5 255
24/1W/2007;19.01.2007;0,000;Mg.;1;2 208;564;5 256
25/1W/2007;16.01.2007;10,303;Mg.;1;3 481;570;5 257
691/1W/2006;28.12.2006;6,020;Mg.;1;2 001;579;5 258
26/1W/2007;02.01.2007;4,640;Mg.;1;2 001;579;5 259
27/1W/2007;02.01.2007;4,760;Mg.;1;2 001;579;5 260
28/1W/2007;03.01.2007;4,460;Mg.;1;2 001;579;5 261
29/1W/2007;04.01.2007;13,080;Mg.;1;2 001;579;5 262
30/1W/2007;04.01.2007;3,880;Mg.;1;2 001;579;5 263
31/1W/2007;06.01.2007;3,980;Mg.;1;2 001;579;5 264
32/1W/2007;06.01.2007;4,700;Mg.;1;2 001;579;5 265
33/1W/2007;08.01.2007;4,100;Mg.;1;2 001;579;5 266
34/1W/2007;08.01.2007;4,260;Mg.;1;2 001;579;5 267
