NAZWA_SKROCONA;MIEJSCOWOSC;ULICA;NR_KLIENTA
åWIESZYNO-KOSZALIN2209;åWIESZYNO-KOSZALIN;KONIKOWO;2†209
BYDGOSZCZ2174;BYDGOSZCZ;MORSKA;2†174
BYDGOSZCZ2175;BYDGOSZCZ;ZWIRKI I WIGURY;2†175
OP£AWIEC7801;OP£AWIEC;;7†801
PIASECZNO2176;PIASECZNO;ZIELNA;2†176
PIASECZNO2177;PIASECZNO;ZIELNA;2†177
SZYD£OWIEC2202;SZYD£OWIEC;WSCHODNIA;2†202
WEJHEROWO2203;WEJHEROWO;TARTACZNA;2†203
LIPNO7748;LIPNO;WOJSKA POLSKIEGO 12;7†748
LUZINO2204;LUZINO;GEN.SIKORSKIEGO;2†204
GRUDZI•DZ2205;GRUDZI•DZ;HALLERA;2†205
GDA—SK2206;GDA—SK;MAR.POLSKIEJ;2†206
INOWROC£AW2221;INOWROC£AW;POSADZEGO;2†221
PATEREK7078;PATEREK;PRZEMYS£OWA;7†078
GDA—SK2207;GDA—SK;ELBL•SKA;2†207
SOLEC KUJAWSKI2208;SOLEC KUJAWSKI;TORU—SKA;2†208
TORU—2210;TORU—;LIPNOWSKA;2†210
5435;;;5†435
WYSZYNY-CHODZIEØ2211;WYSZYNY-CHODZIEØ;BUKOWIEC;2†211
KO£O2212;KO£O;SIENKIEWICZA;2†212
PATEREK2222;PATEREK;PRZEMYS£OWA;2†222
B DZINO-KOSZALIN2213;B DZINO-KOSZALIN;B DZINO;2†213
MåCICE-KOSZALIN2214;MåCICE-KOSZALIN;STRZEØENICE;2†214
KORONOWO2215;KORONOWO;PADEREWSKIEGO;2†215
SOSNOWIEC2254;SOSNOWIEC;GROTA ROWECKIEGO;2†254
MA£KI-BRODNICA2223;MA£KI-BRODNICA;;2†223
BIA£E B£OTA2227;BIA£E B£OTA;CIELE;2†227
GNIEZNO2224;GNIEZNO;CHROBREGO;2†224
BYDGOSZCZ2225;BYDGOSZCZ;ROZ£OGI;2†225
BYDGOSZCZ2226;BYDGOSZCZ;;2†226
BYDGOSZCZ2228;BYDGOSZCZ;PODMIEJSKA;2†228
KALISZ2229;KALISZ;KRESOWA;2†229
WA£CZ2230;WA£CZ;DOLNE MIASTO;2†230
NAK£O2231;NAK£O;KARNOWSKA;2†231
PI£A2257;PI£A;AL. POZNA—SKA 28;2†257
LUBO—2234;LUBO—;ROMANA MAYA;2†234
POLICE2232;POLICE;PIOTRA I PAW£A;2†232
BYDGOSZCZ2233;BYDGOSZCZ;PODMIEJSKA;2†233
POZNA—2235;POZNA—;POZNA—SKA;2†235
GDYNIA2240;GDYNIA;MORSKA;2†240
åWIECIE NAD OS•2241;åWIECIE NAD OS•;LINOWO;2†241
GRUDZI•DZ2242;GRUDZI•DZ;NAD TOREM;2†242
åWIECIE2243;åWIECIE;LINOWO;2†243
BYDGOSZCZ2821;BYDGOSZCZ;;2†821
TORU—2236;TORU—;B£ KITNA;2†236
GDYNIA2237;GDYNIA;CHWASZCZY—SKA;2†237
S£UPSK2238;S£UPSK;MIEDZIANA;2†238
S£UPSK2239;S£UPSK;SZCZECI—SKA;2†239
GRUDZI•DZ2244;GRUDZI•DZ;MAKUSZY—SKIEGO;2†244
W•GROWIEC2245;W•GROWIEC;JANOWIECKA;2†245
MIELESZYN-GNIEZNO5497;MIELESZYN-GNIEZNO;SOKOLNIKI;5†497
KCYNIA2247;KCYNIA;;2†247
GR BOCIN2248;GR BOCIN;KOWALEWSKA;2†248
TORU—2249;TORU—;KOåCIUSZKI;2†249
BRZOZA2271;BRZOZA;BYDGOSKA 51;2†271
WRZEåNIA2272;WRZEåNIA;OBJAZDOWA;2†272
CZERSK2302;CZERSK;JEØYNOWA;2†302
WRZEåNIA2274;WRZEåNIA;BRZOZOWA;2†274
CHOJNICE2270;CHOJNICE;BYDGOSKA 7A;2†270
POZNA—2250;POZNA—;SP£AWIE;2†250
SZAMOCIN2251;SZAMOCIN;ROLNA;2†251
W£OC£AWEK2252;W£OC£AWEK;KRZYWA G”RA 4;2†252
CHE£MNO8011;CHE£MNO;LIPOWA;8†011
PI£A2255;PI£A;WOJ. POL. 43;2†255
UJåCIE2253;UJåCIE;NOWA WIES UJSKA 55;2†253
WARSZAWA2258;WARSZAWA;POLECZKI 21;2†258
D BNO2259;D BNO;PODG”RNA;2†259
BYDGOSZCZ2260;BYDGOSZCZ;SAPER”W;2†260
BYDGOSZCZ2261;BYDGOSZCZ;AKADEMICKA;2†261
BYDGOSZCZ2262;BYDGOSZCZ;KOSZALI—SKA;2†262
STRZA£KOWO2263;STRZA£KOWO;40-LECIA PRL 1A;2†263
BYDGOSZCZ2264;BYDGOSZCZ;SMOLE—SKA 41;2†264
KO£ODZIEJEWO4133;KO£ODZIEJEWO;BRONIEWICE;4†133
KO£CZEWO4265;KO£CZEWO;ZWYCI STWA;4†265
BURZENIN4592;BURZENIN;PRAØM”W;4†592
GRYFINO5101;GRYFINO;POMORSKA;5†101
BYDGOSZCZ2265;BYDGOSZCZ;K. BACZY—SKIEGO;2†265
KOSZALIN2266;KOSZALIN;BOH. WARSZAWY;2†266
TORU—2267;TORU—;ØBIKOWA /Wrzosy;2†267
KIJEWO KR”LEWSKIE2288;KIJEWO KR”LEWSKIE;;2†288
PI£A2286;PI£A;AL. POZNA—SKA;2†286
BYDGOSZCZ2287;BYDGOSZCZ;PI KNA 13;2†287
PIEKARY2289;PIEKARY;AGRESTOWA;2†289
£”Dè2290;£”Dè;WERNERA 23;2†290
£”Dè2277;£”Dè;AL. NIEPODLEG£OåCI 135;2†277
POZNA—2275;POZNA—;MOGILE—SKA 50;2†275
KOSZALIN2276;KOSZALIN;SZCZECI—SKA 50;2†276
W£OC£AWEK2278;W£OC£AWEK;AL. JANA PAW£A II 56;2†278
CHODZIEØ2296;CHODZIEØ;£UKASIEWICZA;2†296
BYDGOSZCZ2279;BYDGOSZCZ;£OWICKA 8/2;2†279
GDA—SK2280;GDA—SK;MARYNARKI POLSKIEJ;2†280
GDYNIA2281;GDYNIA;åMIDOWICZA 48;2†281
D•BROWA2282;D•BROWA;S£ABOSZEWKO 41;2†282
RYPIN2268;RYPIN;PIASKI 23A;2†268
JANIKOWO2269;JANIKOWO;DWORCOWA 4;2†269
CHODZIEØ2283;CHODZIEØ;B. PRUSA 22;2†283
CZARNK”W2284;CZARNK”W;LEåNA 19;2†284
PI£A2285;PI£A;WYSPIA—SKIEGO 98;2†285
GDYNIA2291;GDYNIA;HUTNICZA;2†291
PNIEWY2292;PNIEWY;TARGOWA 8A;2†292
PNIEWY2293;PNIEWY;KOWALSKA 7A;2†293
TUCHOLA2303;TUCHOLA;BUDOWLANA;2†303
CZ£UCH”W2297;CZ£UCH”W;KMICICA;2†297
CHWASZCZYNO2294;CHWASZCZYNO;MICKIEWICZA;2†294
JASTROWIE2298;JASTROWIE;KILI—SZCZAK”W;2†298
CHODZIEØ2299;CHODZIEØ;OFIAR G”R MORZEWSKICH;2†299
RYPIN2300;RYPIN;DYLEWO;2†300
BRODNICA2301;BRODNICA;POWST.WIELKOPOLSDKICH;2†301
CZ£UCH”W2304;CZ£UCH”W;SZCZECI—SKA;2†304
S£AW CIN-CHOJNICE2305;S£AW CIN-CHOJNICE;DWORCOWA;2†305
WYRZYSK2306;WYRZYSK;POCZTOWA;2†306
kO£OBRZEG2307;kO£OBRZEG;kONIECPOLSKIEGO;2†307
BYDGOSZCZ2308;BYDGOSZCZ;KCY—SKA;2†308
BIA£E B£OTA2309;BIA£E B£OTA;£OCHOWSKA;2†309
BYDGOSZCZ2310;BYDGOSZCZ;SZUBI—SKA;2†310
STAROGARD GDA—SKI2311;STAROGARD GDA—SKI;DROGA OWIDZKA;2†311
GDYNIA2312;GDYNIA;£UØYCKA;2†312
GDA—SK3522;GDA—SK;PRZYBRZEØNA 33;3†522
GRUDZI•DZ2313;GRUDZI•DZ;SZKOLNA;2†313
POZNA—2314;POZNA—;CHODZIESKA;2†314
POZNA—2315;POZNA—;SYRKOMII;2†315
POZNA—2316;POZNA—;SYRKOMII;2†316
PRUSZCZ GDA—SKI2317;PRUSZCZ GDA—SKI;KASZTANOWA;2†317
PAKOå∆2318;PAKOå∆;FABRYCZNA;2†318
PAKOå∆2319;PAKOå∆;BARCI—SKA;2†319
CZARNK”W2320;CZARNK”W;POZNA—SKA;2†320
BYDGOSZCZ2321;BYDGOSZCZ;PESTALOJZEGO;2†321
CHOJNICE2780;CHOJNICE;KAROLEWO;2†780
INOWROC£AW2322;INOWROC£AW;MARULEWY;2†322
BYDGOSZCZ7939;BYDGOSZCZ;OGI—SKIEGO;7†939
OBORNIKI2323;OBORNIKI;CZARNKOWSKA;2†323
£OCHOWO2324;£OCHOWO;LISI OGON;2†324
BYDGOSZCZ2325;BYDGOSZCZ;PRZEMYS£OWA;2†325
S P”LNO KRAJE—SKIE2326;S P”LNO KRAJE—SKIE;SIENKIEWICZA;2†326
MROCZA2327;MROCZA;PIOTRA;2†327
NAK£O2328;NAK£O;KARNOWska;2†328
MROCZA2329;MROCZA;KONSTANTOWO;2†329
S P”LNO KRAJE—SKIE2330;S P”LNO KRAJE—SKIE;;2†330
GDYNIA2331;GDYNIA;CHWASZCZY—SKA;2†331
TCZEW2332;TCZEW;JAGIELLO—SKA;2†332
W£OC£AWEK2333;W£OC£AWEK;REJA;2†333
WRZEåNIA2703;WRZEåNIA;SOKO£OWO;2†703
PUSZCZYKOWO2334;PUSZCZYKOWO;ZACISZE;2†334
JANOWIEC WIELKOPOLSKI2335;JANOWIEC WIELKOPOLSKI;BIELAWY;2†335
BYDGOSZCZ2336;BYDGOSZCZ;FABRYCZNA;2†336
KWIDZYN2337;KWIDZYN;STASZICA;2†337
KWIDZYN2338;KWIDZYN;STASZICA;2†338
GDA—SK2339;GDA—SK;DWORCOWA;2†339
JEDLICZE2340;JEDLICZE;TRZECIESKIEGO;2†340
CZERNIEJEWO2341;CZERNIEJEWO;POZNANSKA;2†341
NAK£O2342;NAK£O;ROZWARZYN;2†342
KRUSZYN KRAJE—SKI2344;KRUSZYN KRAJE—SKI;£OCHOWSKA;2†344
SKOKI2343;SKOKI;PAW£OWSKI-STAWIANY;2†343
åWIECIE2345;åWIECIE;BYDGOSKA;2†345
W•GROWIEC4132;W•GROWIEC;GRUNWALDZKA;4†132
MROCZA4582;MROCZA;WYRZA;4†582
GR BOCIN2347;GR BOCIN;SP”£DZIELCZA;2†347
CHE£MØA2348;CHE£MØA;DWORCOWA;2†348
BYDGOSZCZ3606;BYDGOSZCZ;SIENKIEWICZA;3†606
W•BRZEèNO2349;W•BRZEèNO;MATEJKI;2†349
SOLEC KUJAWSKI2350;SOLEC KUJAWSKI;POWSTANC”W;2†350
TRZEBIELINO2360;TRZEBIELINO;;2†360
TORU—2351;TORU—;JANA OLBRACHTA;2†351
BUDZY—2352;BUDZY—;WYBUDOWANIE;2†352
W•GROWIEC2353;W•GROWIEC;GRUNWALDZKA;2†353
W•GROWIEC2354;W•GROWIEC;ROGOZI—SKA;2†354
MUROWANA GOåLINA2355;MUROWANA GOåLINA;ROGOZI—SKA;2†355
CHODZIEØ2356;CHODZIEØ;ØEROMSKIEGO;2†356
£AZISKA G”RNE2960;£AZISKA G”RNE;CIESZY—SKA;2†960
BYDGOSZCZ2357;BYDGOSZCZ;Oå.RZEMIEåLNICZE;2†357
£ABISZYN2358;£ABISZYN;BYDGOSKA;2†358
DZIERZGO—7269;DZIERZGO—;ZAWADZKIEGO;7†269
BYDGOSZCZ2359;BYDGOSZCZ;DR.I.ROMANOWSKIEJ;2†359
BYDGOSZCZ2362;BYDGOSZCZ;DWERNICKIEGO;2†362
BYDGOSZCZ2363;BYDGOSZCZ;B£ KITNA;2†363
BYGDOSZCZ2364;BYGDOSZCZ;ZYGMUNTA AUGUSTA;2†364
POZNA—2365;POZNA—;åW.MICHA£A;2†365
OSIELSKO2366;OSIELSKO;CENTRALNA;2†366
BYDGOSZCZ2423;BYDGOSZCZ;WOJSKA POLSKIEGO;2†423
BYDGOSZCZ2367;BYDGOSZCZ;SMOLE—SKA;2†367
GRUDZI•DZ2368;GRUDZI•DZ;CZWARTAK”W;2†368
W•GROWIEC2369;W•GROWIEC;JANKOWSKA;2†369
POZNA—2370;POZNA—;RAWICKA;2†370
SZCZECIN2424;SZCZECIN;PRZEJAZD;2†424
TORU—2371;TORU—;PLAC TEATRALNY;2†371
POTULICE2374;POTULICE;BYDGOSKA;2†374
CHLUDOWO2373;CHLUDOWO;OBORNICKA;2†373
GDA—SK2375;GDA—SK;TRAKT åW.WOJCIECHA;2†375
USTRO—2983;USTRO—;3 MAJA;2†983
INOWROC£AW2389;INOWROC£AW;KRUSZA DUCHOWNA;2†389
INOWROC£AW2390;INOWROC£AW;KRUSZA DUCHOWNA;2†390
BYDGOSZCZ2391;BYDGOSZCZ;CZARTORYSKIEGO;2†391
BYDGOSZCZ2392;BYDGOSZCZ;FORDO—SKA;2†392
SOLEC KUJAWSKI2393;SOLEC KUJAWSKI;TORU—SKA;2†393
GRODZISK WLKP2394;GRODZISK WLKP;GARBARY;2†394
GRODZISK WLKP2395;GRODZISK WLKP;NOWOTOMYSKA;2†395
GRODZISK WLKP.2396;GRODZISK WLKP.;ZDROJOWA;2†396
Z£OT”W2377;Z£OT”W;ZA DWORCEM;2†377
WA£CZ2378;WA£CZ;WRONIA;2†378
PI£A2379;PI£A;SK£ADOWA;2†379
BYDGOSZCZ2372;BYDGOSZCZ;Oå.RZEMIEåLNICZE;2†372
£”Dè2403;£”Dè;HUFCOWA;2†403
GORZ”W WIELKOPOLSKI2404;GORZ”W WIELKOPOLSKI;PODMIEJSKA;2†404
£”Dè2405;£”Dè;KRA—COWA;2†405
£”Dè2406;£”Dè;ROåLINNA;2†406
KWIDZYN2380;KWIDZYN;ZIELNA;2†380
KWIDZYN2381;KWIDZYN;ROZP DZINY;2†381
BIELAWY2382;BIELAWY;;2†382
TORU—2383;TORU—;W£OC£AWSKA;2†383
GDA—SK7471;GDA—SK;HALLERA;7†471
TORU—2384;TORU—;POLNA;2†384
ZAKRZEWO2385;ZAKRZEWO;WITOSA;2†385
ZAKRZEWO2386;ZAKRZEWO;DWORCOWA;2†386
WRZEåNIA2387;WRZEåNIA;GNIEèNIE—SKA;2†387
WRZEåNIA2388;WRZEåNIA;POWIDZKA 27 GUTOWO MA£E;2†388
BYDGOSZCZ2398;BYDGOSZCZ;GRUNWALDZKA;2†398
PI£A2399;PI£A;KR”LOWEJ JADWIGI;2†399
PI£A2400;PI£A;AL.POWSTA—C”W WLKP.;2†400
BRODNICA2401;BRODNICA;;2†401
W•GROWIEC2402;W•GROWIEC;JEØYKA;2†402
GNIEZNO2408;GNIEZNO;REYMONTA;2†408
GNIEZNO2409;GNIEZNO;KONIKOWO;2†409
GOLUB-DOBRZY—2416;GOLUB-DOBRZY—;SZOSA RYPI—SKA;2†416
BYDGOSZCZ2410;BYDGOSZCZ;GLINKI;2†410
INOWROC£AW3021;INOWROC£AW;DWORCOWA;3†021
BYDGOSZCZ2418;BYDGOSZCZ;GNIEèNIE—SKA;2†418
NOWE2421;NOWE;FABRYCZNA;2†421
BYDGOSZCZ2419;BYDGOSZCZ;MA£ØOWA;2†419
PI£A2420;PI£A;SIEMIRADZKIEGO;2†420
RYPIN2422;RYPIN;KS.LISSOWSKIEGO;2†422
SZUBIN2407;SZUBIN;Jana PAW£A II;2†407
GDYNIA2411;GDYNIA;LITEWSKA;2†411
LUZINO, K B£OWO2412;LUZINO, K B£OWO;WEJHEROWSKA;2†412
GDA—SK2413;GDA—SK;GRUNWALDZKA;2†413
GDYNIA4138;GDYNIA;KOSTKI NAPIERSKIEGO;4†138
SZCZECIN4268;SZCZECIN;JANA KAZIMIERZA;4†268
SZCZECIN4598;SZCZECIN;KUSOCI—SKIEGO;4†598
åWINOUJåCIE4263;åWINOUJåCIE;KRZYWA;4†263
STAROGARD GDA—SKI2435;STAROGARD GDA—SKI;MICKIEWICZA;2†435
BYDGOSZCZ2436;BYDGOSZCZ;FORDO—SKA;2†436
£”Dè2437;£”Dè;J.G.BLOCHA;2†437
DZIA£OSZYN2438;DZIA£OSZYN;;2†438
BYDGOSZCZ2439;BYDGOSZCZ;TORU—SKA;2†439
BYDGOSZCZ2441;BYDGOSZCZ;FORDO—SKA;2†441
£”Dè2442;£”Dè;WI CKOWSKIEGO;2†442
TORU—2443;TORU—;KNIAZIEWICZA;2†443
BYDGOSZCZ2444;BYDGOSZCZ;åNIADECKICH;2†444
SZUBIN3134;SZUBIN;POWSTA—C”W WIELKOPOLSKICH;3†134
CHOJNICE7273;CHOJNICE;KOSCIERSKA;7†273
KOSZALIN2426;KOSZALIN;MORSKA;2†426
BYDGOSZCZ2427;BYDGOSZCZ;£OWICKA;2†427
BYDGOSZCZ2428;BYDGOSZCZ;NAKIELSKA;2†428
BYDGOSZCZ2429;BYDGOSZCZ;BYDGOSKICH OLIMPIJCZYK”W;2†429
CZERSK2473;CZERSK;KLASKAWSKA 23, Z£OTOWO;2†473
CZERSK2474;CZERSK;KLASKAWSKA;2†474
TORU—2475;TORU—;M.SK£ODOWSKIEJ-CURIE;2†475
GNIEZNO2476;GNIEZNO;JANKOWO DOLNE;2†476
TARN”WKA2507;TARN”WKA;ANNOPOLE;2†507
BYDGOSZCZ2501;BYDGOSZCZ;KOMUNY PARYSKIEJ;2†501
GDA—SK8029;GDA—SK;leszczyÒskich;8†029
KARTUZY2502;KARTUZY;W GLOWA;2†502
GDA—SK2503;GDA—SK;3 MAJA;2†503
BYDGOSZCZ2504;BYDGOSZCZ;ØWIRKI I WIGURY;2†504
KOWAL2445;KOWAL;DOBIEGNIEWSKA;2†445
K”RNIK2446;K”RNIK;PIERZCHNO;2†446
POZNA—2447;POZNA—;WZLOTOWA;2†447
BRODNICA2456;BRODNICA;åWIERKOWA;2†456
GDYNIA3227;GDYNIA;BAZY—SKIEGO;3†227
GDA—SK2414;GDA—SK;LUBOWIDZKA;2†414
POZNA—2415;POZNA—;D•BROWSKIEGO;2†415
£”Dè2425;£”Dè;WI CKOWSKIEGO;2†425
BYDGOSZCZ2430;BYDGOSZCZ;PILICKA;2†430
Z£OT”W2463;Z£OT”W;åLUSARSKA;2†463
INOWROC£AW2505;INOWROC£AW;POZNA—SKA;2†505
£”Dè2506;£”Dè;BRONOWA;2†506
BYDGOSZCZ2508;BYDGOSZCZ;S PIA;2†508
ØNIN2509;ØNIN;SOBIEJUCHY;2†509
BYDGOSZCZ8068;BYDGOSZCZ;KOSZALI—SKA;8†068
PAW£”WEK2431;PAW£”WEK;;2†431
MIROS£AWIEC2432;MIROS£AWIEC;WOLNOåCI;2†432
MIROS£AWIEC2433;MIROS£AWIEC;WA£ECKA;2†433
MIROS£AWIEC2434;MIROS£AWIEC;ORLA;2†434
OSIE2510;OSIE;STAROGARDZKA;2†510
BYDGOSZCZ2440;BYDGOSZCZ;ZYGMUNTA AUGUSTA;2†440
NAK£O2448;NAK£O;POLNA;2†448
PI£A2449;PI£A;POWSTA—C”W WLKP.;2†449
BIERKOWO2450;BIERKOWO;GRABOWA;2†450
TRZEMESZNO2478;TRZEMESZNO;RUDKI;2†478
BYDGOSZCZ2479;BYDGOSZCZ;KRUSZWICKA;2†479
BYDGOSZCZ2480;BYDGOSZCZ;GRUNWALDZKA;2†480
BIA£E B£OTA2481;BIA£E B£OTA;PRZEMYS£OWA;2†481
GDA—SK3523;GDA—SK;OLIWSKA 33;3†523
BYDGOSZCZ2511;BYDGOSZCZ;GAJOWA;2†511
SPREMBERG2514;SPREMBERG;AN DER HEIDE;2†514
POZNA—2512;POZNA—;KOPANINA;2†512
BYDGOSZCZ2539;BYDGOSZCZ;FORDO—SKA;2†539
TARN”WKA2513;TARN”WKA;;2†513
JAROCIN2533;JAROCIN;KARWOWSKIEGO;2†533
åRODA WIELKOPOLSKA2534;åRODA WIELKOPOLSKA;KRUCZKOWSKIEGO;2†534
KORONOWO2535;KORONOWO;STOPKA;2†535
CHOJNICE2536;CHOJNICE;WARY—SKIEGO;2†536
NOWA WIEå WIELKA2538;NOWA WIEå WIELKA;AKACJOWA;2†538
GDA—SK2519;GDA—SK;STOKROTKI;2†519
RUMIA2520;RUMIA;KOCHANOWSKIEGO;2†520
WEJHEROWO2521;WEJHEROWO;ROGACZEWSKIEGO;2†521
GDA—SK2522;GDA—SK;BIA£A;2†522
ØNIN2523;ØNIN;SPOKOJNA;2†523
BYDGOSZCZ2540;BYDGOSZCZ;PRZEMYS£OWA;2†540
BYDGOSZCZ2541;BYDGOSZCZ;OGI—SKIEGO;2†541
POZNA—2542;POZNA—;S•SIEDZKA;2†542
LUBO—2543;LUBO—;SZAFIROWA;2†543
SZCZECINEK2483;SZCZECINEK;£UKASIEWICZA;2†483
KOSZALIN2484;KOSZALIN;DOKER”W;2†484
NOWE7988;NOWE;;7†988
SZPETAL G”RNY- W£OC£AWEK2485;SZPETAL G”RNY- W£OC£AWEK;P£OCKA;2†485
KONIN2486;KONIN;åWI TOJA—SKA;2†486
Z£OT”W2464;Z£OT”W;CHOJNICKA;2†464
TORU—2465;TORU—;M.SK£ODOWSKIEJ-CURIE;2†465
WEJHEROWO4134;WEJHEROWO;SOBIESKIEGO;4†134
SZCZECIN4269;SZCZECIN;LUBCZY—SKA;4†269
WYSOKA KAMIE—SKA4266;WYSOKA KAMIE—SKA;POMORSKA;4†266
GDA—SK2467;GDA—SK;PODHALA—SKA;2†467
åREM2468;åREM;åREMSKA 10, ZBRUDZEWO;2†468
GDYNIA3524;GDYNIA;HUTNICZA 20A;3†524
KWIDZYN2537;KWIDZYN;LOTNICZA;2†537
POZNA—-LUBO—2544;POZNA—-LUBO—;WIELOCHOWSKA;2†544
GDA—SK7274;GDA—SK;POR BSKIEGO;7†274
LUBO—2545;LUBO—;AKACJOWA;2†545
KOSZALIN2546;KOSZALIN;LECHNICKA;2†546
BYDGOSZCZ2482;BYDGOSZCZ;WA£Y JAGIELLO—SKIE;2†482
TORU—2487;TORU—;CHROBREGO;2†487
BYDGOSZCZ7957;BYDGOSZCZ;UJEJSKIEGO;7†957
GNIEWKOWO2488;GNIEWKOWO;WIELOWIEå;2†488
BYDGOSZCZ2489;BYDGOSZCZ;TORU—SKA;2†489
GDA—SK3525;GDA—SK;TARCICE;3†525
ROKIETNICA2526;ROKIETNICA;KOLEJOWA 7, KIEKRZ;2†526
KISZKOWO-REJOWIEC2527;KISZKOWO-REJOWIEC;SROCZYN;2†527
SICIENKO2547;SICIENKO;KOLEJOWA;2†547
PI£A2528;PI£A;DOLASZEWO;2†528
CHODZIEØ2529;CHODZIEØ;NOTECKA;2†529
TUCHOLA2530;TUCHOLA;KOLEJOWA;2†530
BYDGOSZCZ2531;BYDGOSZCZ;£ CZYCKA;2†531
BIA£E B£OTA2532;BIA£E B£OTA;KOCIA;2†532
OPOCZNO2548;OPOCZNO;DWORCOWA;2†548
WYRZYSK2515;WYRZYSK;KWIATOWA;2†515
PI£A7774;PI£A;WAWELSKA;7†774
B£ASZKI2524;B£ASZKI;DOMANIEW;2†524
£”Dè2516;£”Dè;BIEGUNOWA;2†516
£”Dè2517;£”Dè;RZGOWSKA;2†517
CEDRY WIELKIE2518;CEDRY WIELKIE;LEåNA;2†518
BYDGOSZCZ8047;BYDGOSZCZ;KS. SAMARZEWSKIEGO;8†047
GDA—SK7104;GDA—SK;BITWY OLIWSKIEJ;7†104
BYDGOSZCZ2555;BYDGOSZCZ;POGODNA;2†555
TORU—2557;TORU—;KWIATOWA;2†557
LIPNO2558;LIPNO;ASTROWA;2†558
REDZIKOWO2559;REDZIKOWO;;2†559
W£OC£AWEK2566;W£OC£AWEK;JOD£OWA;2†566
KOSZALIN2560;KOSZALIN;BOH.WARSZAWY;2†560
POZNA—2561;POZNA—;£YSY M£YN;2†561
GDYNIA2562;GDYNIA;DICKMANA;2†562
GDYNIA2563;GDYNIA;CZERNICKIEGO;2†563
SANOK2574;SANOK;REYMONTA;2†574
BYDGOSZCZ2477;BYDGOSZCZ;KORDECKIEGO;2†477
TRZCIANKA2490;TRZCIANKA;P.SKARGI;2†490
JANIKOWO2491;JANIKOWO;PRZEMYS£OWA;2†491
PRZECHLEWO2492;PRZECHLEWO;CZ£UCHOWSKA;2†492
PAL DZIE2493;PAL DZIE;SZKOLNA;2†493
£”Dè2549;£”Dè;ELSNERA;2†549
MROCZA2564;MROCZA;NAKIELSKA;2†564
£”Dè2550;£”Dè;REWOLUCJI;2†550
£”Dè2551;£”Dè;WYSOKA;2†551
S P”LNO KRAJE—SKIE2552;S P”LNO KRAJE—SKIE;GROCHOWIEC;2†552
PI£A2451;PI£A;åNIADECKICH;2†451
BYDGOSZCZ2452;BYDGOSZCZ;FA£ATA;2†452
BYDGOSZCZ2453;BYDGOSZCZ;M.C.SK£ODOWSKIEJ;2†453
BYDGOSZCZ2454;BYDGOSZCZ;SIELSKA;2†454
ØYWIEC2553;ØYWIEC;KAMIENNA;2†553
BYDGOSZCZ2554;BYDGOSZCZ;WOJSKA POLSKIEGO;2†554
MROCZA2565;MROCZA;£ABEDZI—SKIEGO;2†565
KORONOWO2567;KORONOWO;AL.WOLNOåCI;2†567
SICIENKO2568;SICIENKO;WOJNOWO;2†568
GDYNIA2569;GDYNIA;KONTENEROWA;2†569
ØNIN2570;ØNIN;BRZYSKORZYSTEWKO;2†570
WARSZAWA2571;WARSZAWA;MOKOTOWSKA;2†571
UNIS£AW2579;UNIS£AW;TORU—SKA;2†579
BYDGOSZCZ2572;BYDGOSZCZ;GRUNWALDZKA;2†572
SZUBIN2573;SZUBIN;REYMONTA;2†573
DZIA£DOWO7350;DZIA£DOWO;SIENKIEWICZA;7†350
SOMIANKA2575;SOMIANKA;WOLA MYSTOWSKA;2†575
SZYMISZ”W2576;SZYMISZ”W;FABRYCZNA;2†576
BIA£OåLIWIE2588;BIA£OåLIWIE;POB”RKA WIELKA;2†588
ØNIN2589;ØNIN;DWORCOWA;2†589
RADZIEJ”W2590;RADZIEJ”W;SZYBKA;2†590
KOWALEWO POMORSKIE2591;KOWALEWO POMORSKIE;BRODNICKA;2†591
ToruÒ2709;ToruÒ;Polna;2†709
£UBOWO-GNIEZNO2577;£UBOWO-GNIEZNO;£UBOWO;2†577
NAK£O2580;NAK£O;PRZEMYS£OWA 1, PATEREK;2†580
W•GROWIEC2581;W•GROWIEC;BARTODZIEJSKA;2†581
W•GROWIEC2582;W•GROWIEC;TYLMANA;2†582
W•GROWIEC2583;W•GROWIEC;TASZAROWSKA;2†583
W•GROWIEC2584;W•GROWIEC;ROGOZI—SKA;2†584
W•GROWIEC2585;W•GROWIEC;JANKOWSKA;2†585
W•GROWIEC2586;W•GROWIEC;PROJEKTOWANA;2†586
GOLUB-DOBRZY—2592;GOLUB-DOBRZY—;GAGARINA;2†592
POZNA—2455;POZNA—;SIENKIEWICZA;2†455
ØABNO7986;ØABNO;;7†986
SZCZECIN5102;SZCZECIN;POMORSKA;5†102
TORU—2457;TORU—;T.NIESIO£KOWSKIEGO;2†457
POZNA—2458;POZNA—;STRZESZY—SKA;2†458
POZNA—-SWARZ DZ2459;POZNA—-SWARZ DZ;PROMIENISTA;2†459
INOWROC£AW2460;INOWROC£AW;KASZTELA—SKA;2†460
BYDGOSZCZ2587;BYDGOSZCZ;POTOCKIEGO;2†587
GOLUB-DOBRZY—2593;GOLUB-DOBRZY—;OBRO—C”W WARSZAWY;2†593
W£OC£AWEK2594;W£OC£AWEK;ST. WYSZY—SKIEGO;2†594
LIDZBARK2595;LIDZBARK;3-GO MAJA;2†595
KONIN2598;KONIN;SP”£DZIELC”W;2†598
SICIENKO2608;SICIENKO;KRUSZYN;2†608
BYDGOSZCZ2609;BYDGOSZCZ;SAPER”W;2†609
